org,drug_code,drug_name,drug_class,period,omega,term,hos_year,estimate,ci.lower,ci.upper,std.error,statistic,p.value
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2011,0.010410948192687113,0.004491942372913618,0.016329954012460606,0.0030199564208637807,3.447383584995352,5.662721307277419e-4
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2012,-9.010234379480576e-4,-0.006606869458410567,0.004804822582514451,0.0029111994227799566,-0.309502478908729,0.7569399581490298
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2013,-0.0355597468516234,-0.0514959548425068,-0.01962353886074,0.008130867769298916,-4.373425796677239,1.2243264259930439e-5
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2007,0.002921254398826714,-0.0019283112724338201,0.007770820070087248,0.0024743136657169678,1.1806322049230726,0.23775161356241648
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2008,0.002115348329475509,-0.0025548524059822667,0.0067855490649332845,0.002382799261769973,0.887757673680074,0.3746732056467671
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2009,0.01620789779934181,0.01153794715060038,0.02087784844808324,0.0023826716641618968,6.802405066181424,1.0345049362625397e-11
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2010,0.0017107989981549894,-0.0028604501226043083,0.006282048118914287,0.002332312816366387,0.733520386352084,0.4632427821477828
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2011,0.038137712193887056,0.033724411423793496,0.04255101296398062,0.002251725442357675,16.937105864005723,2.9339831965773457e-64
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2012,-0.003892106129699324,-0.008311703357961707,5.274910985630589e-4,0.00225493798004637,-1.7260368862203863,0.08434380117389963
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2013,0.005137516261137715,8.349932410097616e-4,0.009440039281265668,0.0021952051435973853,2.340335378733045,0.01926834432661307
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2014,0.007075656070229852,0.002755731901264117,0.011395580239195586,0.002204083443900371,3.2102487271120244,0.0013266115484667077
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2015,-0.016014181037471417,-0.020357898012344857,-0.011670464062597977,0.002216222853652478,-7.225889314821845,5.012921099039009e-13
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2016,0.0018050427246344247,-0.00256439499868065,0.0061744804479495,0.002229345925629574,0.8096736822593718,0.4181296338946501
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2007,4.14605403151654,4.095521226148398,4.1965868368846815,0.025782517314980272,160.80873643426514,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2008,4.198290793026304,4.150357317294837,4.246224268757771,0.02445630435536588,171.66497161723336,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2009,4.088913284534372,4.0429461031279486,4.134880465940795,0.023453074530453807,174.344445937138,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2010,4.288536676060938,4.243137876176831,4.333935475945045,0.023163078629100626,185.14536624130315,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2011,4.186088663455305,4.142082874637399,4.23009445227321,0.02245234563747984,186.44326659872192,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2012,4.461125888152157,4.41907131459555,4.503180461708764,0.02145680935380854,207.91189475523382,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2013,4.562768022821073,4.499732099834935,4.6258039458072115,0.03216177617719408,141.86927978363747,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2007,4.116784994679867,4.0812716437339285,4.152298345625806,0.018119389553106043,227.20329416253233,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2008,4.160739040804294,4.126313783566992,4.195164298041595,0.01756422950056418,236.8870801119199,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2009,4.089574048894093,4.0551359835195315,4.1240121142686545,0.017570764384552465,232.74878425263546,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2010,4.197344628273549,4.1639594018590556,4.230729854688042,0.01703359177915097,246.41571094894252,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2011,4.041393424735423,4.008784962179304,4.0740018872915424,0.01663727640575567,242.9119602375123,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2012,4.449595832683152,4.4170452926713475,4.482146372694957,0.016607723544186978,267.923284057832,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2013,4.314279334279771,4.282637113351922,4.34592155520762,0.01614428692437172,267.23257301422547,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2014,4.333285099901892,4.3016146829228274,4.364955516880957,0.016158672929133838,268.1708528235042,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2015,4.333046219605089,4.300829741242704,4.3652626979674745,0.0164372807952109,263.61088999997787,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2016,4.095320516542918,4.063494434878498,4.127146598207338,0.01623809514636979,252.2044907132148,0
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,amplitude,NA,0.011500852934343461,-0.004625092179176516,0.027626798047863436,0.00822767420254626,1.3978255155976198,0.16216836047474903
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,phase,NA,4.549232505145159,3.286261989257447,5.812203021032872,0.6443845529049828,-30.18503067332674,2.5603938731350272e-199
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2013,-0.006499908846635637,-0.03480339892629394,0.02180358123302266,0.014440821516575112,-0.45010658425319294,0.6526344989587145
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2014,0.0025521355884710714,-0.013229666427516704,0.018333937604458846,0.008052087763077597,0.31695327517091254,0.7512796734318341
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2015,0.015200592982300065,-0.0014120573979234923,0.03181324336252362,0.00847599777917453,1.7933691558588916,0.07291673180248935
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2016,0.009071910226700572,-0.007018734691883912,0.025162555145285058,0.008209663568058108,1.1050282574303367,0.2691498234502983
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2017,-0.0041337467790962855,-0.0200298972335222,0.01176240367532963,0.008110429875147056,-0.5096828210997058,0.6102747386316073
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2018,0.025471520602076927,0.010622092984265965,0.04032094821988789,0.007576377798235762,3.3619654774882313,7.741681603294567e-4
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2019,-0.013550912384203247,-0.026196861654281207,-9.049631141252873e-4,0.006452133493180282,-2.1002219496118872,0.03571164999709495
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2007,0.03411502801323044,0.02130251130801441,0.04692754471844648,0.006537118440073153,5.218664511889841,1.8055217962387788e-7
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2008,-0.029449972774668175,-0.04176569600286433,-0.017134249546472018,0.00628364772278522,-4.686763815208677,2.778991673745769e-6
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2009,0.016477301115693534,0.004197576115734172,0.028757026115652895,0.006265280942313364,2.6299381093052037,0.008541260278186474
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2010,-0.014157431532313953,-0.026158409504921435,-0.0021564535597064713,0.00612306045788069,-2.3121495581662304,0.020771326669008765
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2011,-0.015270382786057394,-0.02681947547020226,-0.003721290101912524,0.005892502502720786,-2.591493644509526,0.009557324851945024
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2012,-9.44252269906865e-4,-0.01250578945382774,0.01061728491401401,0.005898851853971199,-0.16007390815742892,0.8728231557765513
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2013,-0.005513334568389541,-0.016762915654655073,0.00573624651787599,0.005739687654977742,-0.9605635184012329,0.3367738441869522
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2014,-7.6098357764361006e-6,-0.011297913679394863,0.01128269400784199,0.005760464953782267,-0.0013210454082251736,0.9989459610276139
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2015,0.0028087793440515732,-0.00853057400517341,0.014148132693276555,0.005785490671598233,0.4854867985251893,0.6273320664193448
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2016,-0.007677045150159703,-0.01911333128240842,0.0037592409820890148,0.0058349470819141,-1.3157009039474135,0.1882772624049744
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2013,1.2082611290935807,0.9614410989134851,1.4550811592736763,0.12593090083643407,9.594635796840175,8.592937977759e-22
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2014,1.1610923339617267,1.045393254296721,1.2767914136267324,0.05903122739888356,19.6691206522954,5.626663737122084e-86
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2015,1.137998571214267,1.0136886431375602,1.2623084992909739,0.06342459813407167,17.94254287285637,6.99503810161234e-72
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2016,1.2269370910316806,1.1060177534206959,1.3478564286426653,0.06169467325153989,19.887245143989094,7.563411618620962e-88
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2017,1.2704731870303854,1.152114862122924,1.3888315119378467,0.060388010106847204,21.038500602726938,4.6046023726213984e-98
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2018,1.1740871492909,1.0586443045657203,1.2895299940160796,0.05890049288444999,19.933401093844914,3.020516428826873e-88
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2019,1.43885410554283,1.3435381482310538,1.5341700628546064,0.048631484080124195,29.58688456170091,1.3071299783925918e-191
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2007,1.0845349085087876,0.9896135656435289,1.1794562513740465,0.04843014647921404,22.393797817115097,8.132541397064864e-111
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2008,1.494955789246434,1.4030500457321364,1.5868615327607316,0.04689154710966037,31.881135969993416,5.3593127402512755e-222
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2009,1.2312427744165557,1.139533381665005,1.3229521671681064,0.04679136630822947,26.31346061378015,4.104959532630873e-152
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2010,1.3860912565125363,1.2972976668658898,1.4748848461591828,0.045303684326364654,30.595552594072245,1.0728706701279607e-204
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2011,1.383086920654779,1.2965291539225494,1.4696446873870084,0.044162937388128626,31.317819928947127,2.4895526242517736e-214
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2012,1.1896820628888622,1.1032775481758803,1.2760865776018442,0.04408474614560766,26.986251864975184,7.359685658643602e-160
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2013,1.2473939306588793,1.1634148799072594,1.331372981410499,0.04284724179323492,29.112584111676195,1.3205041673272597e-185
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2014,1.2951031580738317,1.2111973912884448,1.3790089248592186,0.04280985132748604,30.25245633689719,3.387924642362194e-200
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2015,1.2535286078471493,1.168063363743494,1.3389938519508044,0.04360551764103533,28.747018167891344,4.826197019387428e-181
E. coli,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2016,1.2941884078045305,1.2097804341583498,1.3785963814507112,0.0430660840260229,30.05122097989013,1.398907995421269e-197
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,amplitude,NA,0.03192791062975229,-3.7497680291594115e-4,0.06423079806242052,0.016481367865669623,1.937212426175956,0.05273220189607728
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,phase,NA,3.143778786448463,1.8761642063497224,4.411393366547204,0.6467540169602723,-13.693337778055952,1.6644275601088915e-42
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,BWH_2013,0.02746371661489979,-0.011431318063223596,0.06635875129302318,0.01984477010032963,1.3839271745679536,0.16639483343619468
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,BWH_2014,0.010609978426692784,-0.011257103931954286,0.03247706078533985,0.01115687968306144,0.9509808053949913,0.3416245959275146
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,BWH_2015,0.01131445536221663,-0.01183867312097639,0.03446758384540965,0.011813037722030583,0.9577938908224995,0.3381772547495717
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,BWH_2016,0.005930452606473054,-0.015041473746970086,0.026902378959916196,0.01070015904315948,0.55423966901355,0.579420482396563
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,BWH_2017,-0.020259691779474762,-0.040031910545845456,-4.874730131040686e-4,0.01008805208786051,-2.008285802157418,0.044625163020289516
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,BWH_2018,0.04601841652236796,0.025892459115843407,0.06614437392889251,0.010268534302301237,4.481498056840982,7.449564348241822e-6
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,BWH_2019,-0.02047046342360619,-0.038902980479278246,-0.002037946367934137,0.009404518246797085,-2.1766626302817644,0.029516375462254447
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2007,-0.011693797647745472,-0.030226876717251827,0.0068392814217608806,0.009455826339510788,-1.2366764392534804,0.21622046721418925
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2008,0.014564412690361262,-0.003417948149077062,0.03254677352979959,0.009174842487556352,1.5874291804044234,0.11242988568779133
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2009,0.008687236157822461,-0.009321740239984423,0.026696212555629345,0.009188422103599554,0.9454546232066598,0.34443723896263756
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2010,-0.014106021555053036,-0.032094558638685364,0.0038825155285792928,0.009177993690457386,-1.5369395568139752,0.12432253258335839
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2011,0.015074269284202555,-0.0015137591579149692,0.03166229772632008,0.008463435335017266,1.781105270791533,0.07490908635238647
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2012,0.02022776661104563,0.003965416701205933,0.036490116520885324,0.008297269765217647,2.4378822411970873,0.014781469255695623
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2013,0.005510314198270932,-0.01087106823152939,0.021891696628071257,0.008358001758713212,0.6592860778626222,0.5097190006596025
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2014,0.014050147581919848,-0.0025130743864118336,0.03061336955025153,0.008450778738272881,1.6625861375695339,0.09640959290012256
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2015,-0.0026391496706622115,-0.01880508094596004,0.01352678160463562,0.008248075680376088,-0.31997156342070254,0.7489929343118584
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,slope,MGH_2016,0.005777191599058557,-0.009613427808232659,0.021167811006349773,0.007852501132005722,0.7357135646261181,0.4619128980695063
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,BWH_2013,1.4121209256667202,1.0769216109891064,1.747320240344334,0.1710232011004403,8.256896822071498,1.578666242520233e-16
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,BWH_2014,1.5451285762706612,1.3799807083567102,1.7102764441846123,0.08426066459211311,18.337483851454063,1.4993329836201854e-74
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,BWH_2015,1.5437865268758064,1.3691771458348376,1.7183959079167752,0.0890880559123869,17.3287710800877,7.95356193582818e-67
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,BWH_2016,1.5118600871116474,1.3512134231166977,1.6725067511065972,0.08196408978027661,18.44539591868259,2.1113700505915383e-75
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,BWH_2017,1.9091158946079543,1.762734794853966,2.0554969943619428,0.074685606933915,25.562032270785735,4.832313672698466e-142
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,BWH_2018,1.420374604963253,1.2632741527811935,1.5774750571453127,0.08015476479223498,17.72040138405911,8.944849751539478e-70
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,BWH_2019,1.9940441954399484,1.8579757645553585,2.130112626324538,0.06942394449993994,28.722715336949395,3.909391657018177e-178
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2007,1.5350120263900193,1.3981880864935836,1.671835966286455,0.06980941536461154,21.988610252252055,5.167656922410727e-106
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2008,1.3848074164267952,1.2526854175371767,1.5169294153164137,0.06741042178926758,20.542927631514544,6.666499810836213e-93
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2009,1.4925800505272835,1.3563175657134183,1.6288425353411486,0.0695229534260253,21.468881527241756,3.3465119581502926e-101
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2010,1.5884677289390463,1.4531234225212901,1.7238120353568025,0.06905448645247297,23.003106829739664,1.0147194875052367e-115
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2011,1.4348712719558103,1.310262444704053,1.5594800992075677,0.06357710051544621,22.568995130679244,1.6254743564777329e-111
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2012,1.4841802089554714,1.3640260399494568,1.604334377961486,0.06130427393246787,24.21006095905203,8.270507113248048e-128
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2013,1.647909013046612,1.5267484769902557,1.7690695491029684,0.06181773594415783,26.65754395365154,4.156074297946955e-154
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2014,1.5839101774561566,1.4610267881774541,1.706793566734859,0.06269675884250477,25.2630312427308,7.846435498403679e-139
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2015,1.718878033532618,1.5946971201212357,1.8430589469440002,0.06335877311568246,27.1292821657742,1.8942631558743357e-159
K. pneumoniae,AMC,Amoxicillin/Clavulanate,Penicillins,12,0.5235987755982988,intercept,MGH_2016,1.5097609300955555,1.3952167801782216,1.6243050800128893,0.05844196669981874,25.83350655959766,5.476313698030091e-145
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,amplitude,NA,0.05154465739818109,0.02212293717410943,0.08096637762225276,0.015011357584193611,3.43371058274274,5.962690958337944e-4
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,phase,NA,2.1670941500845102,1.1174042101223096,3.216784090046711,0.5355659329671469,4.046362953069768,5.216362929503964e-5
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2007,0.012790582766252606,-0.015267397548394195,0.04084856308089941,0.014315559130659837,0.8934742017067872,0.3716112096814711
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2008,-0.03940205189331604,-0.0672861726537745,-0.011517931132857585,0.014226853646498023,-2.7695548764582223,0.005617109624701497
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2009,0.016930376143354086,-0.01090493816245187,0.04476569044916004,0.014201951936549535,1.1921161414286157,0.23322613934595293
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2010,-0.01590125129039778,-0.042517740321473936,0.010715237740678375,0.013580090879742502,-1.1709237759312616,0.24163970498812598
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2011,-0.00846574685269423,-0.0325958066771794,0.01566431297179094,0.01231148123884929,-0.6876302443592476,0.49169153776496255
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2012,0.004305542578280663,-0.01986552620889995,0.028476611365461275,0.012332404563471027,0.34912433792788605,0.7269986761639524
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2013,0.008317953552838021,-0.017284941466920726,0.033920848572596765,0.01306294157531012,0.6367596076950646,0.5242868144625779
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2014,0.012219587507246808,-0.013422235578989805,0.03786141059348342,0.013082803198679185,0.9340190570534971,0.35030237824277966
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2015,0.0038347355298470214,-0.02339327862771655,0.031062749687410594,0.013892099228523932,0.27603715369188814,0.7825216331084442
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2016,0.013349244435928357,-0.011268812712662188,0.0379673015845189,0.012560464040551075,1.0627986667395988,0.2878827273310936
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2017,-4.099050748913746e-4,-0.023596134950796762,0.022776324801014016,0.011829926498035381,-0.034649841227622866,0.9723592127827426
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2018,0.03741421188611325,0.013797913425397275,0.06103051034682922,0.012049353277406284,3.1050804989068213,0.0019042319550740758
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2019,-0.011718124336600017,-0.03331063279126417,0.009874384118064137,0.011016788382329019,-1.063660654079182,0.2874919248376924
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2007,-0.02157226904117255,-0.043281119711429096,1.365816290839969e-4,0.011076147746332686,-1.9476328354607884,0.05146921625633226
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2008,0.0024494359905455378,-0.018671620797443358,0.023570492778534433,0.010776247397701744,0.2272995320307819,0.8201925502545362
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2009,3.0396632085588084e-4,-0.020877649578228834,0.021485582219940593,0.010807145471122227,0.028126420771156384,0.9775615286248176
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2010,-0.028418411114118133,-0.04952468918470696,-0.007312133043529304,0.010768707097208145,-2.6389807854914897,0.008320322151758475
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2011,-0.005115500757506097,-0.02455405570205458,0.014323054187042383,0.009917812315877909,-0.5157892279647642,0.6060058314475809
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2012,0.007525114629580257,-0.011510368056614326,0.026560597315774842,0.009712159425552739,0.7748137463416883,0.43845648021595207
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2013,-0.01575790117709929,-0.0349066683615564,0.003390866007357815,0.009769958701027235,-1.6128933252750055,0.10677932041124596
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2014,0.0058923623988829995,-0.013448038948665376,0.025232763746431373,0.009867733029842896,0.597134355080623,0.5504226673672603
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2015,0.007665185849519657,-0.011243751954902327,0.026574123653941642,0.009647594523967419,0.7945178283018751,0.42690098640782137
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2016,0.004986086587991202,-0.012990984581023737,0.02296315775700614,0.009172143626523644,0.5436119178915421,0.5867130250241407
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2007,-1.3841138868248914,-1.5911327119413556,-1.1770950617084273,0.1056237904111516,-13.104186863935523,4.09726074723847e-39
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2008,-1.0050942281540824,-1.2122682159807698,-0.797920240327395,0.10570295651392042,-9.508667130060054,2.0854621812042445e-21
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2009,-1.5449612988167731,-1.75431757976282,-1.3356050178707262,0.10681639183037167,-14.463709851482609,3.0804513498580817e-47
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2010,-1.2904205539775173,-1.4904699286475505,-1.0903711793074842,0.10206788300601291,-12.642767891066159,1.555426860699542e-36
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2011,-1.4211980724441,-1.6047285851930262,-1.2376675596951738,0.09363973736078395,-15.177296653111863,8.165801761737416e-52
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2012,-1.5124367376454468,-1.6909141067368547,-1.333959368554039,0.09106155546694458,-16.608949077247672,1.2111383105848302e-61
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2013,-1.5527314879997307,-1.7414340655170288,-1.3640289104824326,0.09627859440569315,-16.127483970704027,3.053652082568858e-58
